id,question,gold
117,টমেটোর সমন্বিত আগাছা ব্যবস্থাপনার চারা রোপণের পর সেচ দেওয়ার সময়সূচি কী?,"সেচ চারা রোপণের ৩-৪ দিন পর পর্যন্ত হালকা সেচ ও চারা রোপণের ১০,২৫ ও ৪০ দিন পর সার প্রয়োগের পর জমিতে সেচ দিতে হবে।"
118,বারি পানিকচু-৮-এর ফলন কত?,প্রতি হেক্টরে লতির গড় ফলন ২৫ টন এবং রাইজোমের গড় ফলন প্রায় ২৪ টন।
119,চিনার জমিতে পানি জমা ঠেকাতে কী করতে হবে?,সেচের পানি ক্ষেতে জমে যাতে ফসলের ক্ষতি করতে না পারে সে জন্য পানি নিষ্কাশনের ব্যবস্থা থাকা দরকার।
120,বারি বার্লি-১০-এর পরিপক্বতার সময় কত?,লবণাক্ততা সহনশীল (১০ ডিএস/মি.) লবণাক্ত জমিতে গড়ে ২.০-২.৪০ টন/হেক্টর ফলন দিতে সক্ষম এবং পরিপক্ক হতে ৮০-৮৬ দিন সময় লাগে।
121,বারি সুপারি-২-এর রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,রোগ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।
122,চিয়া কোথায় বা কী কাজে উপযোগী?,চিয়ার বীজ সহজে হজম যোগ্য হওয়ায় সম্পূর্ণ দানা খাওয়া যায়।
123,গম-পাট-রোপা আমন ফসল বিন্যাস কখন বা কীভাবে সংগ্রহ করতে হবে?,গম গাছ সম্পূর্ণ পেকে হলুদ বর্ণ ধারণ করলে কাটার উপযুক্ত সময় হিসাবে গন্য হবে।
124,চীনাবাদাম চাষে বীজের হার কত?,হেক্টর প্রতি ১০০ কেজি বা একর প্রতি ৪০ কেজি খোসাসহ বীজের প্রয়োজন হয়।
125,বারি আলু-১০৪-এর গাছ কতটা লম্বা হয়?,গাছ মধ্যম উচ্চতা সম্পন্ন ইন্টারমিডিয়েট টাইপ এবং গড়ে ৩-৫টি কাণ্ড থাকে।
126,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের আগাছা ব্যবস্থাপনায় কী করতে বলা হয়েছে?,চারা রোপণের ১৫ দিন পর একবার ও ৩০ দিনের মাথায় ২য় বার নিড়ানী দিতে হবে।
127,জোয়ার চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,বীজ বপনের পর চারা ঘন হলে চারা গজানোর পর পাতলা করে দিতে হবে।
128,বারি কাসাভা-১-এর কন্দ বা রাইজোমের বৈশিষ্ট্য কী?,টিউবার ঘন বাদামী এবং এর মাংসল সাদা বর্ণের হয়।
129,চুইঝালের চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,লতার/শাখার মাধ্যমে উৎপাদিত চারার বৃদ্ধি ও ফলন দ্রুত হয়।
130,বারি ডাঁটা-৪ কোথায় বা কী কাজে উপযোগী?,বীজ বপনের ৩০ দিন পর থেকে পাতা শাক হিসেবে এবং ৪২ দিন পর থেকে ডাঁটা খাওয়ার উপযোগী হয়।
131,অড়হর কখন বপন করা উচিত?,এপ্রিল মাসের ২য় সপ্তাহ থেকে মে মাসের শেষ সপ্তাহ পর্যন্ত (বৈশাখ-জ্যৈষ্ঠ মাসের ২য় সপ্তাহ পর্যন্ত) বীজ বপনের উপযুক্ত সময়।
